location,gameName,gameId,storeId
신촌,젠가,731,0
신촌,젝스님트,730,0
신촌,댓츠라이프,115,0
신촌,장미전쟁,722,0
신촌,장기,720,0
신촌,인쉬,708,0
신촌,이웃집 몬스터,695,0
신촌,이스탄불 : 모카 앤 박시시,691,0
신촌,이스탄불,690,0
신촌,이매진,679,0
신촌,위너스서클,665,0
신촌,체스 앤 체커스,755,0
신촌,챠오챠오,753,0
신촌,차이나타운,750,0
신촌,컬러레또,805,0
신촌,콘셉트,819,0
신촌,카탄:5-6인확장,782,0
신촌,카탄:항해사,784,0
신촌,카탄:도시와기사,783,0
신촌,카멜업,773,0
신촌,카르카손,770,0
신촌,카루바,769,0
신촌,치킨차차,764,0
신촌,초콜릿픽스,760,0
신촌,코드777,811,0
신촌,켈티스,810,0
신촌,티켓투라이드 : 유럽,926,0
신촌,컴플레또,807,0
신촌,컴팩트컬링,806,0
신촌,타임라인:한국사,869,0
신촌,타뷸라의늑대,863,0
신촌,타르기,862,0
신촌,클루,853,0
신촌,클라스크,848,0
신촌,퀵소,834,0
신촌,쿼클,831,0
신촌,쿼리도,829,0
신촌,티켓투라이드 : 노르딕컨트리,925,0
신촌,콰르토,822,0
신촌,코코너츠,817,0
신촌,테트리스링크,899,0
신촌,테라미스티카,886,0
신촌,텀블링몽키,884,0
신촌,텀블링다이스,883,0
신촌,터틀블럭,881,0
신촌,피냐타,1001,0
신촌,프로히스,996,0
신촌,푸에르토리코,991,0
신촌,포세일,970,0
신촌,펭귄팡팡 (펭귄트랩),966,0
신촌,퍼레이드,958,0
신촌,팬데믹,951,0
신촌,패치워크,949,0
신촌,파라오코드,935,0
신촌,티키토플,929,0
신촌,티켓투라이드,924,0
신촌,톡톡우드맨,909,0
신촌,토레스,904,0
신촌,한밤의 늑대인간 : 기본캐릭터,1022,0
신촌,하나비,1016,0
신촌,피트,1008,0
신촌,폴드잇,985,0
신촌,코드네임 픽쳐스,814,0
신촌,이것좀봐,677,0
신촌,파리채,937,0
신촌,흔들흔들해적선,1062,0
신촌,화이트채플에서 온 편지,1054,0
신촌,행온하비 (꽉잡아하비),1046,0
신촌,해적룰렛,1041,0
신촌,할리갈리 컵스,1035,0
신촌,할리갈리 익스트림,1033,0
신촌,할리갈리,1030,0
신촌,코티지가든,818,0
신촌,레지스탕스 쿠 : 리포메이션,235,0
신촌,피라미드포커,1003,0
신촌,마스크맨,267,0
신촌,세븐원더스,447,0
신촌,우봉고3D,656,0
신촌,임호텝,714,0
신촌,테마틱,893,0
신촌,미스터잭 인 뉴욕,317,0
신촌,스타트업스,500,0
신촌,애니멀옥션,582,0
신촌,드림홈,181,0
신촌,벼룩서커스,369,0
신촌,베니스커넥션,363,0
신촌,센추리 : 향신료의 길,457,0
신촌,황혼의투쟁,1058,0
신촌,브레인스톰,386,0
신촌,타란툴라탱고,861,0
신촌,마피아 데 쿠바,275,0
신촌,스탁파일,501,0
신촌,마음의선물,271,0
신촌,위자드,666,0
신촌,스플렌더 : 찬란한도시,521,0
신촌,엘드리치호러,613,0
신촌,다섯 부족,97,0
신촌,유령대소동,673,0
신촌,인디언포커,699,0
신촌,쿠한델 마스터,827,0
신촌,두더지 땅파기,163,0
신촌,도미니언 : 장막뒤의사람들,137,0
신촌,셀레스티아,458,0
신촌,화이트채플 : 추가룰,1053,0
신촌,초밥왕,757,0
신촌,플라잉 팬케이크,998,0
신촌,토끼와 거북이,903,0
신촌,졸리앤로저,737,0
신촌,스파이폴2,516,0
신촌,생쥐만세 (비바토포),435,0
신촌,총알탄로봇(리코쉐로봇),761,0
신촌,랫 어 탯캣,218,0
신촌,뒤죽박죽 서커스,170,0
신촌,큐윅스,836,0
신촌,마제스티 크라운 앤 킹덤,273,0
신촌,테이크 잇 이지,897,0
신촌,레지스탕스 아발론 : 호수의여인,234,0
신촌,크라임호텔,838,0
신촌,블루라군,400,0
신촌,사그라다,419,0
신촌,윌유메리미 (데어이쎄스),667,0
신촌,5분던전,6,0
신촌,테라포밍마스,887,0
신촌,킹도미노,857,0
신촌,아키올로지,570,0
신촌,탤리호 (할랄리),880,0
신촌,슬리핑 퀸즈,529,0
신촌,도망자,134,0
신촌,레이디 고디바,226,0
신촌,데드 맨스 드로우,125,0
신촌,가짜예술가 뉴욕에가다,21,0
신촌,스컬킹,492,0
신촌,쇼텐토텐 : 전략카드 영상,467,0
신촌,센추리 : 동방의 바다,455,0
신촌,아줄,560,0
신촌,아그리콜라 : 일반모드,549,0
신촌,더마인드,117,0
신촌,헥스피드,1051,0
신촌,펭귄파티,965,0
신촌,영리한 여우,617,0
신촌,기즈모,58,0
신촌,꿈의 대화,66,0
신촌,산토리니,429,0
신촌,칼라리아,787,0
신촌,코드네임,812,0
신촌,고읭고읭,39,0
신촌,OX퀴즈왕,16,0
신촌,데칼코,131,0
신촌,라티스하와이,215,0
신촌,모아보새,299,0
신촌,상어를 조심해,433,0
신촌,상어 아일랜드,432,0
신촌,센추리 : 신대륙의 개척자,456,0
신촌,셋셋셋,459,0
신촌,솔레니아,464,0
신촌,에코링크,610,0
신촌,와글와글사파리,633,0
신촌,윙스팬,668,0
신촌,자이푸르,717,0
신촌,저스트원,724,0
신촌,캐쉬,788,0
신촌,타코 캣 고트 치즈 피자,871,0
신촌,테이블톡 패밀리,896,0
신촌,테이블톡 커플,895,0
신촌,테이블톡 베이직,894,0
신촌,파워그리드,940,0
신촌,니다벨리르,92,0
신촌,제왕의 깃발,729,0
신촌,빛의 도시 파리,410,0
신촌,5초준다,8,0
신촌,화이트홀,1055,0
신촌,지도제작자들,744,0
신촌,꼬치의 달인,61,0
신촌,카탄,780,0
신촌,뱀파이어퀸,350,0
신촌,부두프린스,376,0
신촌,노터치 크라켄 디럭스 (크툴루를 건드리지마),86,0
신촌,의자쌓기,676,0
신촌,일루전,713,0
신촌,잉카의 황금,715,0
신촌,너도나도파티,81,0
신촌,공기놀이,40,0
신촌,티츄 딜럭스,920,0
신촌,코린트,815,0
신촌,랩터,217,0
신촌,도미니언,135,0
신촌,한밤의늑대인간 : 진행영상-모든캐릭터,1027,0
신촌,한밤의늑대인간 : 진행영상-추가캐릭터,1028,0
신촌,한밤의늑대인간 : 진행영상-기본캐릭터,1026,0
신촌,한밤의 늑대인간 : 모든캐릭터,1023,0
신촌,테라포밍마스: 개척기지,889,0
신촌,테라포밍마스: 비너스 넥스트,890,0
신촌,테라포밍마스: 서곡,891,0
신촌,스탁파일: 불법 투자,503,0
신촌,스탁파일: 계속되는 부패,502,0
신촌,블랙햇츠,395,0
신촌,5분마블,7,0
신촌,13클루,3,0
신촌,하이소사이어티,1020,0
신촌,밸런스게임,349,0
신촌,캔트스탑,796,0
신촌,내 마음의 주파수,78,0
신촌,다이아몬드 게임,103,0
신촌,사이먼에어,427,0
신촌,요트다이스,642,0
신촌,구룡투,47,0
신촌,키포지 : 어둠의 물결,856,0
신촌,다잉메시지 : 소설가의 마지막 문장,104,0
신촌,언매치드,606,0
신촌,보내줘 여행,373,0
신촌,언락3,599,0
신촌,언락2,598,0
신촌,루빅스레이스,250,0
신촌,바퀴벌레포커 로얄,336,0
신촌,스페이스크루,517,0
신촌,돌팔이 약장수,154,0
신촌,만약카드 이심전심,278,0
신촌,인더스트리아,698,0
신촌,더치블리츠,120,0
신촌,포션폭발,972,0
신촌,도둑잡기,132,0
신촌,윷놀이,675,0
신촌,디크립토,185,0
신촌,퍼스트콘택트,959,0
신촌,스크리블 타임,495,0
신촌,로꼬라마,238,0
신촌,듄 : 임페리움,174,0
신촌,로스트시티,240,0
신촌,딕싯,188,0
신촌,파라노말 디텍티브,933,0
신촌,블리츠 한글자,402,0
신촌,지킬대하이드,745,0
신촌,언락4,600,0
신촌,고스톱,35,0
신촌,포커,977,0
신촌,캐스캐디아,789,0
신촌,서스펙트게임,442,0
신촌,블랙햇츠2,396,0
신촌,시크릿 히틀러,534,0
신촌,쇼텐토텐2,468,0
신촌,독수리 눈치싸움,152,0
신촌,언락1,597,0
신촌,시크릿 히틀러 : 진행영상,535,0
신촌,다잉메시지 확장판 : 공범의 그림자,105,0
신촌,진라면,747,0
신촌,바방크,329,0
신촌,부루마불 대한독립,378,0
신촌,마음보듬 대화카드,269,0
신촌,포인트샐러드 : 이브이에디션,976,0
신촌,페이퍼사파리 : 피카츄와 친구들,963,0
신촌,코드네임 듀엣,813,0
신촌,머핀타임,285,0
신촌,스파이시,513,0
신촌,노팅엄의 지방관,87,0
신촌,새벽의 뱀파이어,434,0
신촌,인생게임,706,0
신촌,워드캡처 티키타카,659,0
신촌,스플렌더 대결,523,0
신촌,재치와 눈치,723,0
신촌,익스플로딩 키튼,697,0
신촌,디스크커버,184,0
신촌,튜링머신,912,0
신촌,언락6,602,0
신촌,언락5,601,0
신촌,마법사와 움직이는 탑,264,0
신촌,스타워즈 : 덱빌딩 게임,498,0
신촌,달러투도넛,109,0
신촌,디셉션 : 홍콩 살인 사건,183,0
신촌,카후나,786,0
신촌,꼬꼬미노,59,0
신촌,루미큐브 한글,248,0
신촌,라온 조각,207,0
신촌,쿠키런 러브레터,824,0
신촌,인코그니토,710,0
신촌,세트업,453,0
신촌,워터게이트,660,0
신촌,라쿠카라차,212,0
신촌,슬루스,528,0
신촌,오트리오,631,0
신촌,프로젝트L,995,0
신촌,샤크,436,0
신촌,방방 날아라 돼지,341,0
신촌,커피러시,801,0
신촌,오뚜기 윷놀이,622,0
신촌,도블 포켓몬스터,145,0
신촌,스컬,491,0
신촌,포실리스,974,0
신촌,폴짝폴짝 개구리 사탕먹기,986,0
신촌,탑텐TV,877,0
신촌,용의자들,647,0
신촌,캐치스케치,792,0
신촌,폭탄돌리기,982,0
신촌,퍼니버니,956,0
신촌,바보타임,330,0
신촌,버건디의 성,358,0
신촌,후엠아이,1059,0
신촌,햄버거타이쿤,1044,0
신촌,스플렌더 : 포켓몬,522,0
신촌,배럴다이스,343,0
신촌,스플렌더 마블,524,0
신촌,라이헌트 시크릿 텔러,211,0
신촌,금지어 게임,56,0
신촌,이스탄불 주사위게임,693,0
신촌,스위스 사는 스미스씨,485,0
신촌,다이브,101,0
신촌,알리바이,577,0
신촌,전지적 추리시점,725,0
신촌,간장공장공장장,22,0
신촌,스시팡,484,0
신촌,둥실둥실용용이,169,0
신촌,갈팡질팡,23,0
신촌,놉놉테이블,88,0
신촌,스카이팀,489,0
신촌,캣츠런,800,0
신촌,풍기,994,0
신촌,나의 최애 명대사,71,0
신촌,라이헌트 미스터리 아티스트,210,0
신촌,나인 데이즈 대탈출,73,0
신림,세븐원더스 : 듀얼,448,1
신림,도블,139,1
신림,도미니언,135,1
신림,데드오브윈터,127,1
신림,더게임,116,1
신림,달무티,110,1
신림,닥터유레카,108,1
신림,다빈치코드,95,1
신림,노땡스,84,1
신림,노터치 크라켄 (크툴루를 건드리지마),85,1
신림,고스트,36,1
신림,딕싯 : 예지,192,1
신림,딕싯 : 메모리즈,190,1
신림,드렉사우,180,1
신림,렉시오,237,1
신림,레지스탕스:쿠,236,1
신림,레지스탕스 아발론,232,1
신림,시퀀스,532,1
신림,러시아워쉬프트,221,1
신림,러시아워,220,1
신림,러브레터,219,1
신림,라온,206,1
신림,라스베가스,204,1
신림,라비린스,202,1
신림,라보카,201,1
신림,딕싯 : 퀘스트,193,1
신림,루핑루이,252,1
신림,루미큐브,245,1
신림,시타델,536,1
신림,로스트시티,240,1
신림,로보77,239,1
신림,모던아트,295,1
신림,모노폴리,292,1
신림,나방속이기 (장난꾸러기 나방),69,1
신림,맨해튼,284,1
신림,마헤,277,1
신림,서바이브,440,1
신림,마법의미로,265,1
신림,마라케시,262,1
신림,마닐라,261,1
신림,뤄양의사람들,253,1
신림,미스터잭,316,1
신림,미니빌:항구,310,1
신림,미니빌:그린밸리,309,1
신림,미니빌,307,1
신림,몰타의관문,303,1
신림,보난자,372,1
신림,웰컴백 투더 던전,664,1
신림,뱅:닷지시티,354,1
신림,뱅:다이스,353,1
신림,텔레스트레이션,901,1
신림,뱅,351,1
신림,배틀쉽,346,1
신림,바운스오프,331,1
신림,블리츠,401,1
신림,블로커스,398,1
신림,블러프,397,1
신림,부루마불,377,1
신림,스크래블,494,1
신림,스머프 사다리게임,482,1
신림,슈퍼라이노,478,1
신림,숲속의음악대,473,1
신림,쇼텐토텐,466,1
신림,손바닥룰렛,463,1
신림,셜록13,461,1
신림,세트,452,1
신림,선물입니다,446,1
신림,석기시대,445,1
신림,사보타지,421,1
신림,스파이폴,515,1
신림,스티키스틱스,509,1
신림,스트라테고,507,1
신림,스트라이크,506,1
신림,에니그마,607,1
신림,어콰이어,593,1
신림,아컴호러,565,1
신림,아임더보스,559,1
신림,아브라카왓,555,1
신림,아발론,554,1
신림,아그리콜라,548,1
신림,신의한수,540,1
신림,스플렌더,520,1
신림,우노,648,1
신림,와이어트어프,634,1
신림,줄로레또,742,1
신림,젬블로Q,734,1
신림,젬블로,733,1
신림,젠가,731,1
신림,젝스님트,730,1
신림,장미전쟁,722,1
신림,장기,720,1
신림,인쉬,708,1
신림,이웃집 몬스터,695,1
신림,이스탄불 : 모카 앤 박시시,691,1
신림,이스탄불,690,1
신림,이매진,679,1
신림,위너스서클,665,1
신림,체스 앤 체커스,755,1
신림,챠오챠오,753,1
신림,차이나타운,750,1
신림,컬러레또,805,1
신림,카후나,786,1
신림,카탄:5-6인확장,782,1
신림,카탄:도시와기사,783,1
신림,카루바,769,1
신림,치킨차차,764,1
신림,초콜릿픽스,760,1
신림,코드777,811,1
신림,켈티스,810,1
신림,컴팩트컬링,806,1
신림,타임라인:한국사,869,1
신림,타뷸라의늑대,863,1
신림,타르기,862,1
신림,클루,853,1
신림,클라스크,848,1
신림,퀵소,834,1
신림,티켓투라이드 : 노르딕컨트리,925,1
신림,콰르토,822,1
신림,코코너츠,817,1
신림,테트리스링크,899,1
신림,테라미스티카,886,1
신림,텀블링몽키,884,1
신림,텀블링다이스,883,1
신림,터틀블럭,881,1
신림,피냐타,1001,1
신림,프로히스,996,1
신림,포세일,970,1
신림,펭귄팡팡 (펭귄트랩),966,1
신림,퍼레이드,958,1
신림,팬데믹,951,1
신림,패치워크,949,1
신림,파라오코드,935,1
신림,티키토플,929,1
신림,티켓투라이드,924,1
신림,톡톡우드맨,909,1
신림,토레스,904,1
신림,한밤의 늑대인간 : 기본캐릭터,1022,1
신림,하나비,1016,1
신림,피트,1008,1
신림,폴드잇,985,1
신림,코드네임 픽쳐스,814,1
신림,파리채,937,1
신림,흔들흔들해적선,1062,1
신림,해적룰렛,1041,1
신림,할리갈리 컵스,1035,1
신림,할리갈리 익스트림,1033,1
신림,할리갈리,1030,1
신림,코티지가든,818,1
신림,피라미드포커,1003,1
신림,도블 동물원,141,1
신림,마스크맨,267,1
신림,세븐원더스,447,1
신림,임호텝,714,1
신림,테마틱,893,1
신림,미스터잭 인 뉴욕,317,1
신림,드림홈,181,1
신림,벼룩서커스,369,1
신림,센추리 : 향신료의 길,457,1
신림,황혼의투쟁,1058,1
신림,타란툴라탱고,861,1
신림,마피아 데 쿠바,275,1
신림,스탁파일,501,1
신림,잉카의 황금,715,1
신림,마음의선물,271,1
신림,스플렌더 : 찬란한도시,521,1
신림,엘드리치호러,613,1
신림,다섯 부족,97,1
신림,유령대소동,673,1
신림,인디언포커,699,1
신림,도미니언 : 장막뒤의사람들,137,1
신림,강아지똥,25,1
신림,셀레스티아,458,1
신림,화이트채플 : 추가룰,1053,1
신림,초밥왕,757,1
신림,토끼와 거북이,903,1
신림,졸리앤로저,737,1
신림,스파이폴2,516,1
신림,생쥐만세 (비바토포),435,1
신림,총알탄로봇(리코쉐로봇),761,1
신림,랫 어 탯캣,218,1
신림,뒤죽박죽 서커스,170,1
신림,큐윅스,836,1
신림,마제스티 크라운 앤 킹덤,273,1
신림,테이크 잇 이지,897,1
신림,레지스탕스 아발론 : 호수의여인,234,1
신림,크라임호텔,838,1
신림,블루라군,400,1
신림,사그라다,419,1
신림,윌유메리미 (데어이쎄스),667,1
신림,테라포밍마스,887,1
신림,킹도미노,857,1
신림,아키올로지,570,1
신림,탤리호 (할랄리),880,1
신림,스킵피티,496,1
신림,레이디 고디바,226,1
신림,데드 맨스 드로우,125,1
신림,가짜예술가 뉴욕에가다,21,1
신림,스컬킹,492,1
신림,쇼텐토텐 : 전략카드 영상,467,1
신림,센추리 : 동방의 바다,455,1
신림,아그리콜라 : 일반모드,549,1
신림,더마인드,117,1
신림,펭귄파티,965,1
신림,영리한 여우,617,1
신림,기즈모,58,1
신림,꿈의 대화,66,1
신림,산토리니,429,1
신림,칼라리아,787,1
신림,코드네임,812,1
신림,솔레니아,464,1
신림,스피디피커스,527,1
신림,카탄,780,1
신림,라티스하와이,215,1
신림,고읭고읭,39,1
신림,모아보새,299,1
신림,부두프린스,376,1
신림,뱀파이어퀸,350,1
신림,센추리 : 신대륙의 개척자,456,1
신림,상어 아일랜드,432,1
신림,의자쌓기,676,1
신림,일루전,713,1
신림,저스트원,724,1
신림,코린트,815,1
신림,캐쉬,788,1
신림,테이블톡 패밀리,896,1
신림,테이블톡 커플,895,1
신림,테이블톡 베이직,894,1
신림,타코 캣 고트 치즈 피자,871,1
신림,파워그리드,940,1
신림,제왕의 깃발,729,1
신림,거짓말탐지기,31,1
신림,5초준다,8,1
신림,화이트홀,1055,1
신림,지도제작자들,744,1
신림,꼬치의 달인,61,1
신림,노터치 크라켄 디럭스 (크툴루를 건드리지마),86,1
신림,공기놀이,40,1
신림,티츄 딜럭스,920,1
신림,한밤의늑대인간 : 진행영상-모든캐릭터,1027,1
신림,한밤의늑대인간 : 진행영상-추가캐릭터,1028,1
신림,한밤의늑대인간 : 진행영상-기본캐릭터,1026,1
신림,한밤의 늑대인간 : 모든캐릭터,1023,1
신림,너도나도파티,81,1
신림,데칼코,131,1
신림,테라포밍마스: 개척기지,889,1
신림,테라포밍마스: 비너스 넥스트,890,1
신림,테라포밍마스: 서곡,891,1
신림,스탁파일: 불법 투자,503,1
신림,스탁파일: 계속되는 부패,502,1
신림,5분마블,7,1
신림,하이소사이어티,1020,1
신림,트릭과 괴인,916,1
신림,밸런스게임,349,1
신림,내 마음의 주파수,78,1
신림,다이아몬드 게임,103,1
신림,사이먼에어,427,1
신림,요트다이스,642,1
신림,키포지 : 어둠의 물결,856,1
신림,다잉메시지 : 소설가의 마지막 문장,104,1
신림,언매치드,606,1
신림,보내줘 여행,373,1
신림,언락3,599,1
신림,언락2,598,1
신림,루빅스레이스,250,1
신림,바퀴벌레포커 로얄,336,1
신림,스페이스크루,517,1
신림,돌팔이 약장수,154,1
신림,만약카드 이심전심,278,1
신림,인더스트리아,698,1
신림,더치블리츠,120,1
신림,포션폭발,972,1
신림,도둑잡기,132,1
신림,윷놀이,675,1
신림,디크립토,185,1
신림,퍼스트콘택트,959,1
신림,로꼬라마,238,1
신림,듄 : 임페리움,174,1
신림,딕싯,188,1
신림,파라노말 디텍티브,933,1
신림,블리츠 한글자,402,1
신림,지킬대하이드,745,1
신림,언락4,600,1
신림,고스톱,35,1
신림,포커,977,1
신림,캐스캐디아,789,1
신림,서스펙트게임,442,1
신림,시크릿 히틀러,534,1
신림,쇼텐토텐2,468,1
신림,독수리 눈치싸움,152,1
신림,언락1,597,1
신림,시크릿 히틀러 : 진행영상,535,1
신림,다잉메시지 확장판 : 공범의 그림자,105,1
신림,진라면,747,1
신림,바방크,329,1
신림,마음보듬 대화카드,269,1
신림,포인트샐러드 : 이브이에디션,976,1
신림,페이퍼사파리 : 피카츄와 친구들,963,1
신림,코드네임 듀엣,813,1
신림,머핀타임,285,1
신림,스파이시,513,1
신림,노팅엄의 지방관,87,1
신림,새벽의 뱀파이어,434,1
신림,워드캡처 티키타카,659,1
신림,스플렌더 대결,523,1
신림,재치와 눈치,723,1
신림,익스플로딩 키튼,697,1
신림,디스크커버,184,1
신림,튜링머신,912,1
신림,언락6,602,1
신림,언락5,601,1
신림,강아지똥 웰시코기,26,1
신림,라쿠카라차,212,1
신림,라온 조각,207,1
신림,루미큐브 한글,248,1
신림,마법사와 움직이는 탑,264,1
신림,스타워즈 : 덱빌딩 게임,498,1
신림,달러투도넛,109,1
신림,랩터,217,1
신림,사운드퀴즈쇼,423,1
신림,아그리콜라(개정판),550,1
신림,우노어택,650,1
신림,디셉션 : 홍콩 살인 사건,183,1
신림,슬리핑 퀸즈,529,1
신림,윙스팬,668,1
신림,캔트스탑,796,1
신림,쿼리도,829,1
신림,꼬꼬미노,59,1
신림,링코,260,1
신림,쿠키런 러브레터,824,1
신림,인코그니토,710,1
신림,워터게이트,660,1
신림,슬루스,528,1
신림,버건디의 성,358,1
신림,오트리오,631,1
신림,프로젝트L,995,1
신림,샤크,436,1
신림,방방 날아라 돼지,341,1
신림,커피러시,801,1
신림,오뚜기 윷놀이,622,1
신림,용의자들,647,1
신림,캐치스케치,792,1
신림,바보타임,330,1
신림,후엠아이,1059,1
신림,알려줘 너의 TMI,575,1
신림,햄버거타이쿤,1044,1
신림,스플렌더 : 포켓몬,522,1
신림,배럴다이스,343,1
신림,방금 떠올린 프로포즈의 말을 너에게 바칠게,340,1
신림,페루도,961,1
신림,푸에르토리코 1897,992,1
신림,라이헌트 시크릿 텔러,211,1
신림,금지어 게임,56,1
신림,이스탄불 주사위게임,693,1
신림,잠만보 다이스게임,719,1
신림,스위스 사는 스미스씨,485,1
신림,다이브,101,1
신림,전지적 추리시점,725,1
신림,클러스터,851,1
신림,갈팡질팡,23,1
신림,놉놉테이블,88,1
신림,스카이팀,489,1
신림,캣츠런,800,1
신림,풍기,994,1
신림,라이헌트 미스터리 아티스트,210,1
신림,나인 데이즈 대탈출,73,1
대학로,도블,139,2
대학로,데드오브윈터,127,2
대학로,더게임,116,2
대학로,달무티,110,2
대학로,닥터유레카,108,2
대학로,다빈치코드,95,2
대학로,노땡스,84,2
대학로,고스트,36,2
대학로,개조심,28,2
대학로,세븐원더스 : 듀얼,448,2
대학로,렉시오,237,2
대학로,레지스탕스:쿠,236,2
대학로,레지스탕스 아발론,232,2
대학로,시퀀스,532,2
대학로,러시아워쉬프트,221,2
대학로,러브레터,219,2
대학로,라온,206,2
대학로,라스베가스,204,2
대학로,라비린스,202,2
대학로,라보카,201,2
대학로,딕싯 : 퀘스트,193,2
대학로,딕싯 : 예지,192,2
대학로,딕싯 : 메모리즈,190,2
대학로,드렉사우,180,2
대학로,모던아트,295,2
대학로,나방속이기 (장난꾸러기 나방),69,2
대학로,맨해튼,284,2
대학로,마헤,277,2
대학로,서바이브,440,2
대학로,마법의미로,265,2
대학로,마라케시,262,2
대학로,마닐라,261,2
대학로,뤄양의사람들,253,2
대학로,루핑루이,252,2
대학로,루미큐브,245,2
대학로,시타델,536,2
대학로,로보77,239,2
대학로,보난자,372,2
대학로,웰컴백 투더 던전,664,2
대학로,뱅:다이스,353,2
대학로,텔레스트레이션,901,2
대학로,뱅,351,2
대학로,배틀쉽,346,2
대학로,바퀴벌레포커,335,2
대학로,바퀴벌레 샐러드,334,2
대학로,바운스오프,331,2
대학로,미스터잭 포켓,318,2
대학로,미스터잭,316,2
대학로,미니빌:항구,310,2
대학로,미니빌:그린밸리,309,2
대학로,미니빌,307,2
대학로,몰타의관문,303,2
대학로,스택시스,504,2
대학로,스크래블,494,2
대학로,스머프 사다리게임,482,2
대학로,슈퍼라이노,478,2
대학로,숲속의음악대,473,2
대학로,쇼텐토텐,466,2
대학로,셜록13,461,2
대학로,세트,452,2
대학로,핸즈업,1043,2
대학로,선물입니다,446,2
대학로,사보타지,421,2
대학로,블리츠,401,2
대학로,블로커스,398,2
대학로,부루마불,377,2
대학로,에니그마,607,2
대학로,어콰이어,593,2
대학로,아임더보스,559,2
대학로,아브라카왓,555,2
대학로,아발론,554,2
대학로,아그리콜라,548,2
대학로,신의한수,540,2
대학로,스플렌더,520,2
대학로,스파이폴,515,2
대학로,스티키스틱스,509,2
대학로,스트라테고,507,2
대학로,줄로레또,742,2
대학로,젬블로Q,734,2
대학로,젬블로,733,2
대학로,젠가,731,2
대학로,젝스님트,730,2
대학로,장미전쟁,722,2
대학로,이웃집 몬스터,695,2
대학로,이매진,679,2
대학로,위너스서클,665,2
대학로,원카드클래식,661,2
대학로,우봉고,653,2
대학로,우노어택,650,2
대학로,우노,648,2
대학로,와이어트어프,634,2
대학로,컬러레또,805,2
대학로,콘셉트,819,2
대학로,카후나,786,2
대학로,카탄:5-6인확장,782,2
대학로,카탄:항해사,784,2
대학로,카탄:도시와기사,783,2
대학로,카르카손,770,2
대학로,카루바,769,2
대학로,치킨차차,764,2
대학로,체스 앤 체커스,755,2
대학로,챠오챠오,753,2
대학로,차이나타운,750,2
대학로,타임라인:한국사,869,2
대학로,타뷸라의늑대,863,2
대학로,타르기,862,2
대학로,클루,853,2
대학로,퀵소,834,2
대학로,쿼클,831,2
대학로,쿼리도,829,2
대학로,티켓투라이드 : 노르딕컨트리,925,2
대학로,코코너츠,817,2
대학로,코드777,811,2
대학로,켈티스,810,2
대학로,티켓투라이드 : 유럽,926,2
